14 199016 BLD,0,Building Additions/Alterations,Retail Store,Interior Alterations,88,QUEENS QUAY, ,W,   ,30031553,S2811,14-07-30,14-08-13,,Inspection,"interior alterations to retail take out unit FC-9 ""Piazza Manna"" WATERPARK PLACE, MEZZANINE LEVEL FOOD COURT",Retial Store,Retail Store,0,0,80000,0,0,0,0,0,0,39.48,0
14 199016 HVA,0,Mechanical(MS),Retail Store,Building Permit Related(MS),88,QUEENS QUAY, ,W,   ,30031553,S2811,14-07-30,14-08-13,,Inspection,"HVAC - interior alterations to retail take out unit FC-9 ""Piazza Manna""",Retial Store,Retail Store,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199022 BLD,0,Small Residential Projects,SFD - Detached,Multiple Projects,55,LYNNFORD,DR, ,M9B,9110241,W0504,14-07-30,14-08-20,,Inspection,Construct second floor addition and extensive interior alterations. Changes to openings in exterior walls. New covered front porch and rear veranda.,Sfd,Sfd,0,0,150000,0,0,100.1,0,0,0,112.45,0
14 199022 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),55,LYNNFORD,DR, ,M9B,9110241,W0504,14-08-18,14-10-10,,Inspection,HVAC -  Construct second floor addition and extensive interior alterations. Changes to openings in exterior walls. New covered front porch and rear veranda.,Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199022 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),55,LYNNFORD,DR, ,M9B,9110241,W0504,14-07-30,14-08-20,,Permit Issued,Plumbing - Construct second floor addition and extensive interior alterations. Changes to openings in exterior walls. New rear veranda.,Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199024 BLD,0,Small Residential Projects,Converted House,Deck,49,ORIOLE,PKWY, ,M4V,849084,S2207,14-07-30,14-09-02,,Inspection,Proposal to remove rear deck and canopy. Converted house - 5 units.,Converted House - 5 Units,Same,,,1000,0,0,0,0,0,0,0,0
14 199025 BLD,0,Small Residential Projects,SFD - Semi-Detached,Porch,27,SHERIDAN,AVE, ,M6K,2543117,S1806,14-07-30,14-08-07,,Inspection,Re-building existing front porch roof to single family dwelling.,Sfd,Sfd,,,"5,000",0,0,0,0,0,0,0,0
14 199045 MSA,0,Mechanical(MS),Office,Alter: Boiler/Furnace/AC Replacement,21,DUNDAS,SQ, ,M5B,7641769,S2714,14-07-30,14-08-26,,Inspection,Replacement of existing A/C unit.,Office,Office,,,"15,000",0,0,0,0,0,0,0,0
14 199069 HVA,0,Mechanical(MS),Restaurant 30 Seats or Less ,Building Permit Related(MS),1198,QUEEN,ST,W,M6J,7553268,S1807,14-07-30,14-08-08,,Inspection,HVAC - To complete interior alterations for a restaurant fit up containing 28 seats.  A commercial kitchen exhaust fan will be installed as part of this appliaction.,Restaurant,Restaurant,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199070 BLD,0,New Houses,SFD - Detached,New Building,61,GLENSHAW,CRES, ,M4B,24910,S3101,14-07-30,14-08-07,,Inspection,Proposal to construct a new two storey single family dwelling with integral garage at grade & finished basement.,Vacant,Sfd,1,0,700000,0,0,264.2,0,0,0,0,0
14 199070 DRN,0,Drain and Site Service,SFD - Detached,Building Permit Related (DR),61,GLENSHAW,CRES, ,M4B,24910,S3101,14-07-30,14-08-07,,Inspection,Drain - Proposal to construct a new two storey single family dwelling with integral garage at grade & finished basement.,Vacant,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199070 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),61,GLENSHAW,CRES, ,M4B,24910,S3101,14-07-30,14-08-14,,Inspection,HVAC - Proposal to construct a new two storey single family dwelling with integral garage at grade & finished basement.,Vacant,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199070 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),61,GLENSHAW,CRES, ,M4B,24910,S3101,14-07-30,14-08-07,,Inspection,Plumbing  - Proposal to construct a new two storey single family dwelling with integral garage at grade & finished basement.,Vacant,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199071 BLD,0,Small Residential Projects,SFD - Semi-Detached,Multiple Projects,10,STRATHCONA,AVE, ,M4K,874813,S3002,14-07-30,14-08-07,,Work Not Started,construct carport & rear deck,House,House,0,0,20000,0,0,0,0,0,0,0,0
14 199099 BLD,0,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,44,VALLEY WOODS,RD, ,M3A,14258244,N3404,14-07-30,14-09-17,,Permit Issued,New Garage Repair/Reconstruction,Apairtment,Apairtment,,,"1,000.00",0,0,0,0,0,0,0,0
14 199102 BLD,0,Small Residential Projects,SFD - Detached,Porch,21,STAMFORD,SQ,S,M1L,2824787,E3501,14-07-30,14-08-08,,Inspection,front porch - no cold room or roof,Sfd,Sfd,,,7500,0,0,0,0,0,0,0,0
14 199126 BLD,0,Small Residential Projects,SFD - Detached,Carport,93,CROW,TRL, ,M1B,324686,E4205,14-07-30,14-09-17,,Permit Issued,carport at side of house,Sfd,Sfd,,,3000,0,0,0,0,0,0,0,0
14 199134 BLD,0,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,33,DAVISVILLE,AVE, ,M4S,11272483,S2208,14-07-30,14-08-26,,Inspection,Proposed localized concrete repairs to underground parking garage slab (185m2),Apartment Building,Apartment Building,,,"200,000",0,0,0,0,0,0,0,0
14 199143 DEM,0,Demolition Folder (DM),SFD - Detached,Demolition,61,GLENSHAW,CRES, ,M4B,24910,S3101,14-07-30,14-08-07,,Inspection,Proposal to demolish the existing 1 storey single family dwelling to construct a new 2 stroey dwelling.,Sfd,Vacant,0,0,0,0,0,0,0,0,0,0,120.77
14 199196 BLD,0,Small Residential Projects,SFD - Semi-Detached,Multiple Projects,34,WOLFREY,AVE, ,M4K,884916,S3001,14-07-30,14-08-01,,Inspection,"basement underpinning, construct deck, walk-out, interior alterations",House,House,0,0,70000,0,0,0,0,0,0,159,0
14 199196 DRN,0,Drain and Site Service,SFD - Semi-Detached,Building Permit Related (DR),34,WOLFREY,AVE, ,M4K,884916,S3001,14-10-22,14-10-22,,Inspection,"Drain - basement underpinning, construct deck, walk-out, interior alterations",House,House,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199196 HVA,0,Mechanical(MS),SFD - Semi-Detached,Building Permit Related(MS),34,WOLFREY,AVE, ,M4K,884916,S3001,14-07-30,14-08-12,,Inspection,"HVAC - basement underpinning, construct deck, walk-out, interior alterations",House,House,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199196 PLB,0,Plumbing(PS),SFD - Semi-Detached,Building Permit Related(PS),34,WOLFREY,AVE, ,M4K,884916,S3001,14-07-30,14-08-01,,Inspection,"Plumbing - basement underpinning, construct deck, walk-out, interior alterations",House,House,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199213 BLD,0,Building Additions/Alterations,Gas Station/Car Wash/Repair Garage,Interior Alterations,1770,ALBION,RD, ,M9V,10558019,W0102,14-07-30,15-02-04,,Permit Issued,Interior alteration for vehicle repair shop.,Vacant Industrial Unit,Vehicle Repair Shop,0,0,30000,0,0,0,0,0,0,84.94,0
14 199213 HVA,0,Mechanical(MS),Gas Station/Car Wash/Repair Garage,Building Permit Related(MS),1770,ALBION,RD, ,M9V,10558019,W0102,14-07-30,15-02-04,,Inspection,HVAC - Interior alteration for vehicle repair shop.,Vacant Industrial Unit,Vehicle Repair Shop,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199213 PLB,0,Plumbing(PS),Gas Station/Car Wash/Repair Garage,Building Permit Related(PS),1770,ALBION,RD, ,M9V,10558019,W0102,14-07-30,15-02-04,,Permit Issued,Plumbing  - Interior alteration for vehicle repair shop.,Vacant Industrial Unit,Vehicle Repair Shop,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199214 BLD,0,Small Residential Projects,SFD - Detached,Multiple Projects,4,KING MAPLE,PL, ,M2K,4868599,N2405,14-07-30,,,Refusal Notice,Proposed construction of a one storey front garage addition (37.78m2) with interior alterations to convert existing integral garage to new guest bedroom (12.48m2),Sfd - Detached,Sfd - Detached,0,0,"25,000",0,0,0,0,0,0,12.48,0
14 199226 FSU,0,Fire/Security Upgrade,Retail Store,Sprinklers,300,BOROUGH,DR, ,M1P,14076211,E3801,14-07-30,14-08-26,,Permit Issued,modify existing sprinkler system,Retail,Retail,,,24000,0,0,0,0,0,0,0,0
14 199227 BLD,0,Small Residential Projects,SFD - Detached,Multiple Projects,117,DONLEA,DR, ,M4G,21857,N2601,14-07-30,14-08-26,,Inspection,Propose to underpinning basement to make it lower and installing a new beam and minor interior alteration.,Sfd,Sfd,0,0,"100,000",0,0,0,0,0,0,46.2,0
14 199227 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),117,DONLEA,DR, ,M4G,21857,N2601,14-07-30,14-08-26,,Inspection,Plumbing - Propose to underpinning basement to make it lower and installing a new beam and minor interior alteration.,Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199263 BLD,0,New Houses,SFD - Detached,New Building,5,ROBINDALE,AVE, ,M8W,1028469,W0602,14-07-30,14-08-18,,Inspection,To construct new 2 storey single family detached dwelling with integral garage. Pt 1.,Single Family Dwelling,New Single Family Dwelling,1,0,300000,0,0,169.26,0,0,0,0,0
14 199280 BLD,0,New Houses,SFD - Detached,New Building,5,ROBINDALE,AVE, ,M8W,1028469,W0602,14-07-30,14-08-18,,Inspection,To construct new 2 storey single family detached dwelling with integral garage. Pt 2.,Single Family Dwelling,New Single Family Dwelling,1,0,300000,0,0,169.26,0,0,0,0,0
14 199280 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),5,ROBINDALE,AVE, ,M8W,1028469,W0602,14-07-30,14-08-18,,Inspection,HVAC - To construct new 2 storey single family detached dwelling with integral garage. Pt 2.,Single Family Dwelling,New Single Family Dwelling,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199280 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),5,ROBINDALE,AVE, ,M8W,1028469,W0602,14-07-30,14-08-18,,Inspection,Plumbing  - To construct new 2 storey single family detached dwelling with integral garage. Pt 2.,Single Family Dwelling,New Single Family Dwelling,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199288 BLD,0,Small Residential Projects,SFD - Detached,Multiple Projects,39,HALLOW,CRES, ,M9W,1005514,W0204,14-07-30,14-08-14,,Inspection,Proposal to construct one storey addition with interior alterations.,Residential,Residential,0,0,250000,0,0,120.99,0,0,0,20,0
14 199288 BLD,1,Small Residential Projects,SFD - Detached,Multiple Projects,39,HALLOW,CRES, ,M9W,1005514,W0204,15-01-09,15-02-11,,Revision Issued,"Revision 01: Changes to wall type & floor joist construction only.
(Proposal to construct one storey addition with interior alterations.)",Residential,Residential,0,0,0,0,0,0,0,0,0,0,0
14 199288 DRN,0,Drain and Site Service,SFD - Detached,Building Permit Related (DR),39,HALLOW,CRES, ,M9W,1005514,W0204,14-07-30,14-08-14,,Inspection,Drain - Proposal to construct one storey addition with interior alterations.,Residential,Residential,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199288 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),39,HALLOW,CRES, ,M9W,1005514,W0204,14-07-30,14-08-22,,Inspection,HVAC - Proposal to construct one storey addition with interior alterations.,Residential,Residential,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199288 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),39,HALLOW,CRES, ,M9W,1005514,W0204,14-07-30,14-08-14,,Inspection,Plumbing - Proposal to construct one storey addition with interior alterations.,Residential,Residential,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199291 BLD,0,New Houses,SFD - Detached,New Building,4,NICOLAN,RD, ,   ,30037378,E3605,14-07-30,15-05-07,,Inspection,New 257.5/m2 2 storey SFD,Sfd,Sfd,1,0,250000,0,0,257.5,0,0,0,0,0
14 199291 DRN,0,Drain and Site Service,SFD - Detached,Building Permit Related (DR),4,NICOLAN,RD, ,   ,30037378,E3605,14-07-30,15-05-07,,Permit Issued,Drain - New 257.5/m2 2 storey SFD,Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199291 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),4,NICOLAN,RD, ,   ,30037378,E3605,14-07-30,15-05-07,,Permit Issued,HVAC - New 257.5/m2 2 storey SFD,Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199291 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),4,NICOLAN,RD, ,   ,30037378,E3605,14-07-30,15-05-07,,Permit Issued,Plumbing  - New 257.5/m2 2 storey SFD,Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199316 TPS,0,Temporary Structures,Other,Certified Tents,1677,WILSON,AVE, ,M3L,576499,W0708,14-07-30,14-08-01,,Inspection,"Proposal to erect 1certified tent, 1 at 30x40 (11-176036) for  the event ""Jab Jab"" for the Caribean Carnival.  Set up date is July 31, 2014 and dismantle date is Aug 4, 2014.",Hotel,Same,,,,0,0,0,0,0,0,0,0
14 199329 DEM,0,Demolition Folder (DM),SFD - Detached,Demolition,24,ORRELL,AVE, ,M9A,1022665,W0404,14-07-30,15-04-28,,Inspection,Proposal to demolish existing detached dwelling.,Sfd-Detached,Vacant,0,0,0,0,0,0,0,0,0,0,144
14 199332 BLD,0,New Houses,SFD - Detached,New Building,24,ORRELL,AVE, ,M9A,1022665,W0404,14-07-30,15-04-28,,Inspection,Proposal to conctruct new two storey single family detached dwelling.,Vacant,Sfd-Detached,1,0,750000,0,0,423.21,0,0,0,0,0
14 199332 DRN,0,Drain and Site Service,SFD - Detached,Building Permit Related (DR),24,ORRELL,AVE, ,M9A,1022665,W0404,14-07-30,15-04-28,,Permit Issued,Drain - Proposal to conctruct new two storey single family detached dwelling.,Vacant,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199332 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),24,ORRELL,AVE, ,M9A,1022665,W0404,14-07-30,15-04-28,,Permit Issued,HVAC - Proposal to conctruct new two storey single family detached dwelling.,Vacant,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199332 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),24,ORRELL,AVE, ,M9A,1022665,W0404,14-07-30,15-04-28,,Permit Issued,Plumbing  - Proposal to conctruct new two storey single family detached dwelling.,Vacant,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199334 DRN,0,Drain and Site Service,SFD - Detached,Back Water Valve (Sewer only),136,BROWNING,AVE, ,M4K,777943,S2905,14-07-30,14-07-30,,Permit Issued,To install a back water valve to the existing sfd.,Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199343 BLD,0,Small Residential Projects,SFD - Detached,Multiple Projects,215,MAJOR,ST, ,M5S,836768,S2004,14-07-30,14-08-20,,Inspection,"Proposal to construct a new 2 storey rear addition, and do interior alterations on all floors including basement finishing (& underpinning/benching/lowering of existing slab). Also proposal to remove detached garage keeping parking space, build new rear deck and build new rear basement-walkout for the existing detached single family dwelling.",Sfd,Sfd,0,0,120000,0,0,31.86,0,0,0,159.12,0
14 199343 BLD,1,Small Residential Projects,SFD - Detached,Multiple Projects,215,MAJOR,ST, ,M5S,836768,S2004,15-03-10,15-04-09,,Revision Issued,"REVISION - as per drawings
Proposal to construct a new 2 storey rear addition, and do interior alterations on all floors including basement finishing (& underpinning/benching/lowering of existing slab). Also proposal to remove detached garage keeping parking space, build new rear deck and build new rear basement-walkout for the existing detached single family dwelling.",Sfd,Sfd,0,0,0,0,0,0,0,0,0,0,0
14 199343 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),215,MAJOR,ST, ,M5S,836768,S2004,14-10-21,14-10-21,,Inspection,"Plumbing -  Proposal to construct a new 2 storey rear addition, and do interior alterations on all floors including basement finishing (& underpinning/benching/lowering of existing slab). Also proposal to remove detached garage keeping parking space, build new rear deck and build new rear basement-walkout for the existing detached single family dwelling.",Sfd,Sfd,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199356 BLD,0,Small Residential Projects,SFD - Townhouse,Interior Alterations,45,NOBLE,ST, ,M6K,11226680,S1405,14-07-30,14-12-22,,Permit Issued,To complete interior alterations to the existing 2 1/2 storey row house to rectify WNP 13 265132. ,Rowhouse,Rowhouse,0,0,10000,0,0,0,0,0,0,35,0
14 199357 BLD,0,Small Residential Projects,SFD - Semi-Detached,Interior Alterations,16,RIVERDALE,AVE, ,M4K,2375351,S3006,14-07-30,14-07-31,,Inspection,Proposal to remove existing non load-bearing wall and shrink powder room on ground floor of existing semi-detached - sfd.,Semi-Detached - Sfd,Same,0,0,"25,000",0,0,0,0,0,0,60,0
14 199359 BLD,0,Small Residential Projects,SFD - Semi-Detached,Deck,48,SKYLARK,RD, ,M6S,10663833,W1301,14-07-30,14-09-12,,Inspection,Proposal to construct deck attached at rear.,Sfd Semi-Detached,Sfd-Semi-Detached,,,2000,0,0,0,0,0,0,0,0
14 199364 PSA,0,Plumbing(PS),Restaurant 30 Seats or Less , Fixtures/Roof Drains: Other ,250,BLOOR,ST,E,M4W,772683,S2704,14-07-30,14-08-26,,Permit Issued,Proposal to extend water line and connect to new fixture (Milano Dispenser) and an exhaust fan for the Bagel Oven to an existing Tim Hortons located on the ground floor.,Restaurant,Restaurant,,,"13,500.00",0,0,0,0,0,0,0,0
14 199368 MSA,0,Mechanical(MS),Restaurant 30 Seats or Less ,Other(MS),250,BLOOR,ST,E,M4W,772683,S2704,14-07-30,14-08-26,,Permit Issued,Proposal to extend water line and connect to new fixture (Milano Dispenser) and an exhaust fan for the Bagel Oven to an existing Tim Hortons located on the ground floor.,Restaurant,Restaurant,,,"13,500",0,0,0,0,0,0,0,0
14 199371 BLD,0,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,40,FALSTAFF,AVE, ,M6L,14073062,W1201,14-07-30,14-08-12,,Permit Issued,Proposal for localized parking garage repair including localized garage roof re-waterproofing.,Parking Garage,Parking Garage,,,1300000,0,0,0,0,0,0,0,0
14 199376 BLD,0,Building Additions/Alterations,Other,Other(BA),719,DANFORTH,AVE, ,M4J,789792,S3003,14-07-30,14-08-20,,Inspection,Proposal for an Administrative Partywall permit in conjunction with 721-725 Danforth Ave.  See permits 13 260597 BLD and 13 260617 BLD.,Internet Cafe,Same,0,0,1000,0,0,0,0,0,0,0,0
14 199377 BLD,0,Building Additions/Alterations,Gas Station/Car Wash/Repair Garage,Fire Damage,3478,LAWRENCE,AVE,E,M1H,11485123,E3806,14-07-30,14-09-03,,Permit Issued,repair fire damage,Repair Garage,Repair Garage,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199383 BLD,0,Building Additions/Alterations,Apartment Building,Garage Repair/Reconstruction,1,ARDWICK,BLVD, ,M9M,20064660,W0704,14-07-30,14-08-14,,Permit Issued,Proposal for localized concrete repairs of underground parking garage including localized garage roof re-waterproofing.,Parking Garage,Parking Garage,,,150000,0,0,0,0,0,0,0,0
14 199389 BLD,0,Small Residential Projects,SFD - Detached,Interior Alterations,16,CHANNEL,AVE, ,M5J,781671,S2814,14-07-30,14-08-07,,Permit Issued,Proposal for interior alterations to replace 2nd floor stairs in an existing SFD-detached dwelling.,Sfd-Detached,Same,0,0,5000,0,0,0,0,0,0,2.6,0
14 199417 BLD,0,New Houses,SFD - Detached,New Building,250,WOBURN,AVE, ,M5M,884809,N1603,14-07-30,14-08-22,,Inspection,Construct a new three storey dwelling with detached garage in the rear of dwelling and finished basement -  Part 1,Sfd-Detached,Sfd-Detached,1,0,350000,0,0,200.6,0,0,0,0,0
14 199417 DRN,0,Drain and Site Service,SFD - Detached,Building Permit Related (DR),250,WOBURN,AVE, ,M5M,884809,N1603,15-05-14,15-05-14,,Inspection,Drain - Construct a new three storey dwelling with detached garage in the rear of dwelling and finished basement -  Part 1,Sfd-Detached,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199417 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),250,WOBURN,AVE, ,M5M,884809,N1603,14-07-31,14-08-25,,Permit Issued,HVAC - Construct a new three storey dwelling with detached garage in the rear of dwelling and finished basement -  Part 1,Sfd-Detached,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199417 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),250,WOBURN,AVE, ,M5M,884809,N1603,15-05-14,15-05-14,,Permit Issued,Plumbing  - Construct a new three storey dwelling with detached garage in the rear of dwelling and finished basement -  Part 1,Sfd-Detached,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199419 DRN,0,Drain and Site Service,SFD - Detached,Back Water Valve (Sewer only),58,DELWOOD,DR, ,M1L,327482,E3501,14-07-30,14-07-31,,Inspection,"install 4"" mainline backwater valve",House,House,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199426 MSA,0,Mechanical(MS),SFD - Semi-Detached,HVAC: SFD/Semi/TH,84,INDIAN,RD, ,M6R,8006964,S1404,14-07-30,14-08-06,,Inspection,Alterations/repairs for HVAC. Adding a furnace and doing minor alterations.,Sfd- Semi Detached,Sfd- Semi Detached,,,15000,0,0,0,0,0,0,0,0
14 199437 BLD,0,Small Residential Projects,SFD - Detached,Multiple Projects,31,GLENWOOD,AVE, ,M6P,7985728,W1307,14-07-30,14-08-26,,Inspection,"construct a basement and 3rd floor addition, rear deck to the existing single family detached dwelling",House,House,0,0,150000,0,0,58.55,0,0,0,0,0
14 199437 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),31,GLENWOOD,AVE, ,M6P,7985728,W1307,14-07-30,14-09-18,,Inspection,"HVAC - construct a basement and 3rd floor addition, rear deck to the existing single family detached dwelling",House,House,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199437 PLB,0,Plumbing(PS),SFD - Detached,Building Permit Related(PS),31,GLENWOOD,AVE, ,M6P,7985728,W1307,14-07-30,14-08-26,,Inspection,"Plumbing - construct a basement and 3rd floor addition, rear deck to the existing single family detached dwelling",House,House,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199438 BLD,0,New Houses,SFD - Detached,New Building,250,WOBURN,AVE, ,M5M,884809,N1603,14-07-30,14-08-22,,Inspection,Construct a new three storey dwelling with detached garage in the rear of dwelling and finished basement - Part 2,Sfd-Detached,Sfd-Detached,1,0,350000,0,0,200.6,0,0,0,0,0
14 199438 DRN,0,Drain and Site Service,SFD - Detached,Building Permit Related (DR),250,WOBURN,AVE, ,M5M,884809,N1603,14-10-08,14-10-08,,Inspection,Drain - Construct a new three storey dwelling with detached garage in the rear of dwelling and finished basement - Part 2,Sfd-Detached,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
14 199438 HVA,0,Mechanical(MS),SFD - Detached,Building Permit Related(MS),250,WOBURN,AVE, ,M5M,884809,N1603,14-07-31,14-08-25,,Permit Issued,HVAC - Construct a new three storey dwelling with detached garage in the rear of dwelling and finished basement - Part 2,Sfd-Detached,Sfd-Detached,,,DO NOT UPDATE OR DELETE THIS INFO FIELD,0,0,0,0,0,0,0,0
